ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a_cosv1,a_cosv2,a_cosv3,a_cosv4,a_cosv5,a_cosv6,a_cosv7,a_cosv8,a_cosv9,a_cosv10,a_cosv11,a_cosv12,a_cosv13,a_cosv14,a_cosv15,a_cosv16,a_cosv17,a_cosv18,a_cosv19,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,s1,s2,s3,s4,s5,a_sum_1,a_sum_2,a_sum_3,a_sum_4,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5,u_sum_1,u_sum_2,t_sum_1,t_sum_2,s_sum_1
81799583,Мужчина,42,Поселок городского типа,Неоконченное высшее,10-15 лет,3-5 лет,Обслуживание;,1000+ человек,х....та,30,15 000 — 30 000,Да,7,7,7,5,2,7,7,7,7,3,7,5,3,1,7,5,3,7,7,7,2,5,7,4,2,5,6,7,5,3,2,1,2,5,6,1,7,3,5,7,2,4,6,3,3,7,1,1,1,2,6,1,3,1,3,7,1,3,3,2,1,5,7,5,2,1,1,1,7,7,7,1,3,7,4,3,2,2,4,2,3,3,4,4,3,3,4,2,3,2,2,3,2,1,3,1,2,3,4,2,2,3,1,1,1,2,2,5,2,3,1,2,1,2,2,3,2,1,1,1,3,3,2,4,3,2,2,1,2,2,2,2,7,7,3,7,2,7,6,5,2,7,7,7,3,4,4,6,2,84,88,76,67,16,17,9,10,9,11,5,12,4,7,8,14,9,35,34,19
81799538,Женщина,25,Москва,Среднее общее (11 классов),1-3 года,1-3 года,Красота и здоровье;,До 1000 человек,помощник врача,87,30 000 — 60 000,Да,5,5,5,3,4,6,6,6,5,4,6,3,5,5,5,5,5,5,6,5,5,4,5,6,5,5,4,5,5,6,5,4,4,4,4,6,6,5,5,4,5,6,5,6,6,6,4,5,6,6,6,6,5,5,4,6,5,5,6,6,3,4,3,4,5,4,4,3,5,6,6,5,4,5,6,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,1,1,2,3,3,4,2,4,3,4,3,4,4,3,2,4,4,3,2,2,2,2,2,2,4,2,2,4,5,4,5,4,2,5,4,3,5,6,6,6,2,2,2,2,6,88,90,92,102,18,15,8,14,12,11,6,12,9,11,17,11,12,29,30,14
81799533,Женщина,41,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,15-20 лет,"Продажи, закупки;",1000+ человек,кавист,70000,60 000 — 100 000,Нет,3,3,3,5,5,3,3,3,5,5,3,3,3,3,3,3,5,5,3,3,5,5,3,3,3,5,5,3,3,3,5,3,5,6,5,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,3,3,3,4,4,4,4,4,4,4,2,4,4,2,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,4,5,62,69,68,61,14,11,8,12,10,12,16,14,10,13,20,15,15,21,18,22
81799526,Женщина,40,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,15-20 лет,5-10 лет,Другое,До 1000 человек,Ведущий специалист,100,30 000 — 60 000,Нет,7,6,6,6,5,6,6,6,6,6,4,3,6,4,6,6,5,2,7,6,6,5,5,4,5,5,6,6,6,6,4,5,4,6,6,5,5,6,5,3,5,6,7,5,6,7,4,6,4,6,5,5,5,4,5,6,1,7,6,6,5,4,4,4,4,2,2,5,4,5,5,2,5,5,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,4,3,2,2,2,3,3,3,3,4,4,5,4,2,4,3,5,4,5,5,4,4,3,5,2,1,1,2,1,1,1,3,3,2,5,5,5,5,4,6,4,3,4,7,5,4,5,4,4,4,4,3,98,90,94,95,16,13,9,11,10,9,12,17,9,14,21,7,10,34,28,19
81799461,Мужчина,40,Москва,Среднее общее (11 классов),20 + лет,20 + лет,Другое,1000+ человек,водитель,100,60 000 — 100 000,Да,6,6,6,5,4,6,6,6,6,6,6,4,4,4,6,5,4,2,6,6,6,7,6,6,6,4,5,6,6,5,4,5,4,5,6,4,5,6,5,4,4,6,6,4,5,7,5,4,4,4,4,6,6,6,5,6,2,5,5,1,2,1,3,4,3,2,4,3,6,5,6,4,5,5,5,2,3,4,4,3,4,3,4,4,4,3,4,3,2,4,4,3,4,4,3,3,3,3,2,2,2,4,2,2,2,3,4,3,3,1,4,4,3,5,4,4,4,5,3,3,3,2,2,3,2,2,2,2,2,3,2,6,6,4,5,6,5,6,5,5,5,3,5,6,4,4,4,5,2,86,86,93,97,20,18,9,19,12,10,9,11,11,13,18,11,11,38,29,19
81799435,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,10-15 лет,3-5 лет,Образование;,До 1000 человек,старший преподаватель,100,30 000 — 60 000,Нет,7,5,5,4,5,6,4,5,6,7,3,4,2,5,2,6,3,3,4,5,2,4,5,4,3,2,4,5,5,4,5,5,5,3,5,2,5,5,5,2,5,5,5,3,2,4,3,5,5,6,6,5,2,4,3,5,6,3,6,4,4,5,3,6,1,2,4,2,4,4,5,4,6,2,5,2,4,3,3,2,3,3,2,1,3,3,2,2,3,3,3,4,2,4,2,4,1,3,4,3,1,2,3,2,2,2,3,3,4,2,2,1,2,3,2,2,4,3,2,2,3,3,1,3,1,4,2,2,1,5,4,5,6,3,6,6,6,7,6,5,5,5,3,6,6,5,6,6,5,86,69,80,80,17,12,7,16,10,10,9,12,5,7,14,12,14,39,30,28
81799371,Женщина,48,Санкт-Петербург,Среднее общее (11 классов),20 + лет,0-1 года,Другое,1000+ человек,швея,20,15 000 — 30 000,Затрудняюсь ответить,4,6,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,4,4,4,3,3,2,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,5,5,5,5,5,5,5,5,5,5,3,4,4,1,2,76,73,76,75,17,15,5,15,12,12,12,13,9,9,14,15,15,38,30,14
81799362,Мужчина,38,Москва,Среднее общее (11 классов),15-20 лет,10-15 лет,Другое,До 50 человек,грузчик,100,60 000 — 100 000,Затрудняюсь ответить,5,4,4,4,4,5,4,4,6,6,4,4,3,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,2,4,4,5,3,3,4,4,1,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,74,75,68,74,13,11,6,10,9,9,13,12,9,9,14,18,15,28,24,15
81799313,Мужчина,45,Санкт-Петербург,Основное общее (9 классов),15-20 лет,10-15 лет,"Продажи, закупки;",До 50 человек,Мастер,106,15 000 — 30 000,Да,7,7,7,1,7,5,5,1,7,7,2,3,2,5,2,3,4,4,7,6,7,2,3,1,1,7,7,3,7,2,4,2,6,6,6,2,7,1,1,1,6,4,5,5,2,7,1,7,5,7,5,5,6,7,4,2,5,4,5,4,2,1,5,2,1,1,1,2,6,2,2,2,5,4,2,3,3,2,4,3,3,3,3,4,3,4,2,3,2,4,4,4,3,4,2,2,2,2,2,3,1,3,3,4,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,2,3,4,2,2,3,3,2,3,3,4,3,2,4,5,5,5,5,4,7,5,5,5,5,4,5,4,81,69,69,83,18,17,7,19,8,9,13,14,10,12,17,14,13,26,31,23
81799254,Женщина,36,Москва,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,менеджер,100,30 000 — 60 000,Затрудняюсь ответить,7,7,7,7,4,5,6,6,5,7,6,4,7,6,6,6,1,2,6,5,6,4,4,6,7,3,6,7,7,6,5,5,4,7,4,4,7,6,6,4,6,5,5,6,6,5,5,4,4,7,6,6,4,6,6,7,6,1,6,6,1,1,1,5,5,5,7,3,5,6,7,4,5,4,6,2,2,2,3,2,3,3,3,3,2,4,2,2,3,3,4,3,4,3,4,3,2,3,4,3,1,2,4,4,4,3,4,4,4,5,4,3,5,4,4,4,4,3,4,4,4,2,2,2,2,3,2,3,2,3,4,3,7,5,7,5,7,4,5,4,5,5,3,5,3,3,3,2,1,98,85,104,103,14,15,7,17,12,10,15,17,12,12,19,11,14,38,27,12
81799244,Мужчина,33,Город с численностью менее 50 тысяч,Высшее,10-15 лет,10-15 лет,Производство;,1000+ человек,руководитель,60,30 000 — 60 000,Нет,6,4,4,2,3,5,5,5,7,5,5,3,4,4,5,4,3,7,6,3,7,7,5,5,5,4,4,5,4,5,5,4,4,4,1,4,5,5,4,2,4,4,5,4,5,6,2,5,5,5,2,5,4,4,2,4,4,1,4,4,2,4,2,2,2,1,2,1,4,2,7,4,3,2,4,2,3,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,4,4,4,4,4,3,3,3,4,3,4,4,3,3,3,3,2,2,2,2,2,2,3,2,4,3,6,5,3,2,3,5,5,5,5,6,3,4,4,4,4,4,5,5,73,80,69,78,14,13,6,10,7,8,13,16,9,11,16,10,14,29,27,22
81799240,Женщина,37,Город с численностью менее 50 тысяч,Среднее общее (11 классов),10-15 лет,10-15 лет,Обслуживание;,До 50 человек,экспедитор,70,30 000 — 60 000,Нет,3,4,3,5,5,5,5,5,4,5,3,4,5,4,4,5,3,4,3,4,5,5,3,5,4,5,5,3,3,4,4,4,5,5,5,3,3,3,5,4,3,4,5,4,4,5,1,3,4,3,4,4,5,5,3,3,4,4,4,3,4,4,3,3,4,4,3,4,3,5,4,4,3,5,4,2,3,1,2,3,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,3,2,2,3,4,4,4,2,2,2,3,2,3,3,3,3,4,4,2,3,3,3,5,4,4,2,3,4,2,2,5,2,6,3,5,4,7,3,5,4,75,77,73,73,12,10,6,9,9,9,9,12,7,12,11,16,15,24,23,23
81799235,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,5-10 лет,Другое,До 500 человек,Тестировщик,100,60 000 — 100 000,Да,5,5,5,5,5,4,3,4,4,4,5,4,3,3,4,4,5,4,5,5,5,3,5,4,5,5,5,4,4,4,4,3,4,4,3,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,3,4,5,5,5,5,3,4,4,4,3,3,4,1,1,2,3,3,4,3,4,3,2,3,4,2,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,2,2,3,3,1,2,3,2,2,3,2,2,2,2,3,3,3,2,4,2,3,3,3,3,3,2,2,2,3,1,2,3,2,4,3,3,3,4,4,3,4,3,6,3,3,5,2,2,6,6,4,4,5,3,4,3,4,3,74,73,72,82,12,10,7,10,9,9,9,12,8,9,10,14,17,26,27,17
81799145,Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,1-3 года,Другое,До 500 человек,специалист,100,100 000 — 150 000,Да,7,7,7,7,4,7,7,7,7,7,7,4,7,7,7,7,6,4,7,7,7,7,7,4,7,7,7,7,7,7,7,6,4,4,4,6,7,7,4,1,7,7,7,7,6,7,6,6,4,7,7,7,4,6,7,7,3,2,7,7,3,2,7,7,7,2,2,4,6,7,7,6,5,7,4,3,4,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,2,2,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,5,5,5,3,4,4,5,1,1,1,1,1,1,1,2,2,1,5,3,2,4,3,4,5,7,6,5,5,3,5,5,5,5,6,5,107,116,104,117,18,10,6,13,9,12,12,19,15,15,21,5,7,26,31,26
81799130,Женщина,26,Москва,Высшее,3-5 лет,3-5 лет,Торговля;,До 1000 человек,администратор,60,15 000 — 30 000,Да,7,5,5,2,3,5,5,3,4,3,5,5,4,5,5,7,3,3,6,6,3,3,5,5,5,4,5,3,6,7,7,5,2,3,7,3,4,5,5,4,5,5,5,5,5,7,5,1,5,7,5,4,6,3,5,4,7,5,5,5,5,5,3,5,5,7,5,5,5,5,7,5,4,5,5,4,3,3,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,4,3,2,4,4,3,2,3,3,4,4,2,2,4,2,2,5,2,3,3,4,4,3,3,2,2,2,2,2,2,1,2,2,5,6,4,5,2,4,4,3,5,3,6,5,7,3,5,1,7,4,83,90,91,93,21,19,11,18,15,13,12,13,8,9,17,11,9,30,29,20
81799057,Мужчина,35,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),10-15 лет,0-1 года,Другое,До 50 человек,производитель работ,20,100 000 — 150 000,Нет,7,7,6,7,6,7,7,7,7,7,6,5,6,6,7,7,2,4,7,6,5,4,7,6,7,6,6,6,6,6,6,7,5,5,3,4,7,7,6,5,6,6,6,6,7,4,7,6,2,7,4,6,6,7,5,7,7,6,6,6,6,3,6,4,6,1,4,4,7,6,7,6,4,5,6,2,3,3,4,2,3,3,3,3,3,3,3,2,3,4,3,4,4,4,2,2,3,2,3,2,2,2,1,3,3,1,3,2,3,2,2,4,3,5,4,4,5,5,5,5,5,1,1,3,1,1,1,1,1,4,2,5,2,2,2,2,5,3,6,5,6,5,2,6,4,5,3,6,4,116,100,106,108,17,15,8,19,9,9,8,10,9,13,25,7,9,21,30,22
81799019,Мужчина,33,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,3-5 лет,Другое,До 500 человек,программист,65,100 000 — 150 000,Нет,7,7,6,6,5,6,6,6,7,7,5,4,5,6,4,5,6,7,6,6,5,6,6,6,7,4,4,6,6,6,5,4,6,6,3,6,6,4,4,4,5,6,6,3,7,5,4,4,2,6,5,4,6,5,6,4,1,4,4,4,1,3,6,1,4,1,2,4,4,4,6,2,4,3,5,3,2,3,2,2,3,2,3,3,3,3,3,3,2,4,3,3,3,4,3,3,4,4,3,2,1,2,5,4,5,5,5,4,5,4,3,4,4,5,5,5,5,4,3,4,4,1,1,1,1,1,1,4,3,3,2,5,3,5,5,2,6,2,2,5,5,3,3,4,2,5,3,4,3,91,93,91,87,15,14,8,17,14,8,19,18,11,15,20,5,13,28,22,17
81799015,Женщина,53,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,5-10 лет,Торговля;,До 50 человек,Бухгалтер,80,30 000 — 60 000,Затрудняюсь ответить,7,6,7,7,4,3,4,6,7,7,3,4,4,6,4,6,2,2,6,5,4,5,6,6,7,5,4,6,7,5,6,5,7,4,4,5,6,6,6,4,5,6,6,7,4,4,4,4,4,6,3,6,5,3,4,5,6,3,4,5,3,3,5,4,6,2,5,4,6,2,7,5,4,5,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,3,4,2,2,1,2,1,2,1,1,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,2,3,3,2,1,2,2,2,2,2,1,3,2,5,6,4,6,5,6,4,5,4,6,5,2,6,3,3,4,5,3,90,88,99,88,12,15,6,14,7,5,14,14,11,12,15,9,10,36,28,18
81799002,Женщина,34,Москва,Два и более высших и/или научная степень,10-15 лет,5-10 лет,Медицина;,1000+ человек,врач,25,30 000 — 60 000,Да,5,7,5,6,4,7,7,6,6,7,5,4,5,7,6,7,2,5,4,5,3,2,4,3,7,3,5,6,6,5,4,5,4,4,5,2,5,7,6,3,4,5,5,5,4,5,2,5,4,5,4,5,5,2,3,4,3,6,5,6,7,3,5,6,3,7,5,4,5,3,7,5,7,4,6,1,3,3,2,2,2,2,3,4,2,3,2,1,2,1,3,3,2,4,3,1,2,3,2,4,2,2,3,2,1,2,4,2,4,3,4,2,4,5,4,4,3,4,2,2,3,5,3,4,3,5,3,4,4,5,4,4,5,6,4,5,6,5,2,3,6,6,5,6,4,6,5,5,5,101,87,88,87,13,14,5,13,9,10,8,13,10,13,14,20,20,35,28,25
81798977,Женщина,45,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,1-3 года,"Продажи, закупки;",До 50 человек,специалист ОМТС5,50,30 000 — 60 000,Затрудняюсь ответить,6,5,5,6,4,4,2,4,5,5,1,6,1,3,1,1,4,5,2,5,6,1,5,4,7,4,7,5,4,4,5,1,7,4,1,4,2,4,4,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,7,1,1,1,2,1,2,3,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,1,1,1,3,3,3,2,3,3,3,2,3,3,5,1,1,1,2,1,1,2,1,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,4,3,3,5,5,4,5,5,5,4,7,3,62,61,55,29,12,10,7,11,6,5,11,11,11,3,7,25,23,33,25,24
81798957,Мужчина,30,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Другое,До 1000 человек,инженер,100,60 000 — 100 000,Нет,6,7,6,2,3,6,7,4,7,3,6,7,5,7,5,6,2,2,6,6,3,1,4,5,6,3,4,6,5,6,4,6,3,2,6,3,5,6,5,6,6,6,6,4,6,6,6,3,7,7,4,5,5,2,5,6,6,4,6,7,4,3,5,6,5,5,5,7,6,5,5,4,5,6,6,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,4,4,4,5,5,4,5,2,5,3,2,4,5,4,5,4,4,4,4,2,1,3,2,3,4,4,4,4,4,4,6,6,4,5,6,6,5,4,4,5,6,5,6,6,7,5,6,96,84,98,98,11,9,5,9,8,4,17,16,10,13,21,11,20,37,29,30
81798949,Мужчина,37,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 1000 человек,директор департамента,20,30 000 — 60 000,Нет,7,6,7,6,5,6,7,6,6,7,6,3,6,7,6,7,2,4,6,6,6,6,5,5,7,6,7,6,6,5,4,6,6,7,6,3,6,7,6,2,6,5,6,5,5,4,5,6,2,5,5,6,4,6,4,5,6,4,6,6,6,1,6,6,5,3,4,3,6,5,7,4,5,6,6,2,3,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,3,2,2,2,4,4,2,2,3,3,3,3,5,5,4,5,4,4,5,5,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,2,1,5,5,6,3,3,4,6,3,5,5,5,2,5,5,5,6,5,5,106,101,99,96,19,19,12,18,9,12,12,19,13,15,22,5,6,32,25,26
81798914,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,5-10 лет,5-10 лет,Образование;,До 500 человек,учитель,50000,30 000 — 60 000,Нет,7,7,7,1,4,4,5,4,2,4,7,1,5,7,7,7,3,4,7,4,3,1,7,7,7,4,7,4,4,7,4,7,5,4,7,4,7,7,7,7,7,7,4,7,7,7,4,4,5,7,7,7,5,7,7,6,7,7,7,5,4,7,7,7,7,7,6,3,7,6,7,7,5,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,3,5,5,3,5,2,3,3,4,3,1,3,4,3,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,5,7,7,7,7,5,7,6,5,7,5,5,7,3,5,1,4,1,88,110,110,114,24,20,12,18,16,15,16,13,8,10,21,5,5,45,35,14
81798888,Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,1-3 года,"Финансы, бухгалтерия, банки;",До 500 человек,экономист,55,60 000 — 100 000,Нет,5,7,7,7,4,5,6,6,7,5,6,3,5,5,5,6,4,7,5,6,7,5,6,5,6,2,7,5,6,6,2,4,6,5,4,4,6,5,6,3,2,3,7,5,4,7,6,6,4,7,3,5,1,3,5,6,5,4,6,5,2,1,4,5,4,1,1,1,5,4,7,5,1,3,6,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,2,3,1,3,3,3,2,2,4,4,4,3,3,4,3,3,3,4,4,4,4,3,2,4,3,4,2,3,4,4,3,5,2,2,2,3,2,5,6,4,3,4,7,5,5,5,6,5,4,6,4,5,5,5,3,95,91,78,91,20,18,12,20,9,10,15,13,11,11,15,19,11,34,31,22
81798874,Женщина,35,Москва,Высшее,15-20 лет,10-15 лет,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,100,60 000 — 100 000,Да,6,5,5,2,3,6,6,7,2,2,4,6,6,6,5,6,2,3,6,4,4,2,4,4,5,4,2,7,5,5,5,5,4,4,6,2,6,5,6,7,7,4,7,6,6,6,5,3,6,6,5,5,6,3,6,6,6,5,5,5,5,4,6,5,6,6,4,4,6,4,4,7,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,5,5,3,5,3,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,1,1,1,1,2,3,7,5,5,5,7,7,7,6,5,7,7,6,6,6,4,1,86,84,96,102,24,20,12,20,16,16,16,18,11,15,25,5,7,34,39,23
81798745,Женщина,40,Москва,Два и более высших и/или научная степень,15-20 лет,15-20 лет,"Продажи, закупки;",До 500 человек,Руководитель направления,100,100 000 — 150 000,Да,6,7,7,7,4,5,5,5,6,6,6,4,5,4,6,5,5,5,5,5,7,3,5,2,5,5,6,6,7,5,5,5,4,6,2,4,7,4,5,2,5,5,5,4,4,6,6,5,2,4,3,5,2,4,5,4,5,4,5,5,4,2,2,4,4,2,2,4,5,4,7,4,4,2,5,2,2,3,3,2,3,2,3,2,3,4,2,3,4,4,2,3,4,2,1,3,1,2,4,1,1,1,2,2,2,4,3,3,3,2,3,4,3,4,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,5,5,6,4,6,4,5,4,6,5,5,4,5,4,4,5,6,4,96,82,87,81,15,14,9,15,7,7,10,11,10,10,20,10,11,35,29,23
81798636,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,0-1 года,Образование;,До 50 человек,воспитатель,30,15 000 — 30 000,Да,6,5,6,6,3,7,7,7,7,7,6,4,4,4,6,7,3,4,6,7,4,3,6,6,6,2,3,6,6,5,5,5,4,5,5,5,6,5,5,4,4,5,6,4,3,5,4,5,4,4,5,4,3,4,4,5,5,5,4,7,4,2,4,4,4,5,5,4,4,4,7,5,4,4,4,3,3,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,4,2,1,2,2,2,1,1,2,2,1,5,1,3,2,2,3,3,3,3,2,1,2,2,3,2,3,3,3,3,3,3,2,5,5,3,5,4,4,5,2,4,4,3,4,4,3,3,2,3,2,100,86,92,84,15,14,8,15,9,9,6,10,6,8,11,13,14,31,21,13
81798601,Женщина,35,Санкт-Петербург,Высшее,15-20 лет,5-10 лет,Медицина;,До 500 человек,главный экономист,85,60 000 — 100 000,Нет,3,5,7,1,2,5,3,5,3,7,6,5,5,3,5,5,5,2,5,5,7,3,1,5,6,6,1,5,1,6,1,4,5,3,4,7,1,5,4,5,1,1,6,5,6,1,4,2,4,7,4,6,2,4,6,1,5,5,5,5,3,1,3,5,3,3,6,1,5,3,4,7,7,3,7,2,4,4,2,4,3,3,3,3,4,3,4,3,4,2,4,3,3,3,2,2,1,3,3,2,2,2,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,2,1,2,1,1,1,1,1,1,1,5,5,4,5,3,2,7,5,6,6,4,5,6,3,4,6,6,3,80,74,68,86,19,16,11,15,8,9,20,20,13,15,24,7,5,31,32,22
81798574,Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,3-5 лет,Производство;,До 500 человек,инженер-химик,60,30 000 — 60 000,Нет,2,5,4,4,6,4,4,2,3,2,3,2,4,4,4,4,3,2,5,3,5,3,6,5,5,5,4,3,5,4,3,6,5,5,5,6,4,4,4,4,4,2,4,3,4,4,2,4,4,5,4,5,5,4,2,5,2,2,2,3,2,2,5,4,3,2,3,3,6,3,5,4,4,3,3,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,3,2,4,2,2,3,4,4,2,4,4,4,4,4,4,3,2,4,3,3,2,2,1,2,1,2,2,4,4,4,3,3,4,2,4,4,4,4,6,6,6,6,5,4,3,2,5,2,56,74,79,74,13,13,6,12,12,10,10,13,12,12,15,8,16,24,33,16
81798548,Мужчина,53,Москва,Высшее,20 + лет,3-5 лет,Образование;,До 50 человек,заместитель,30,60 000 — 100 000,Да,7,6,6,7,5,7,7,7,7,7,3,4,5,5,5,7,3,3,7,5,7,6,1,1,4,7,7,3,6,4,4,5,5,5,7,7,7,5,3,4,4,4,5,3,5,7,7,7,1,5,3,5,1,4,1,5,1,6,7,7,4,1,6,1,1,1,1,1,3,6,7,5,4,6,6,1,3,3,4,2,4,4,4,4,3,4,4,4,2,3,3,4,4,4,1,3,1,2,4,2,1,2,1,1,1,2,2,3,1,1,2,4,1,3,4,3,4,4,3,5,3,2,3,3,4,2,3,4,3,3,2,7,7,4,6,7,3,7,3,5,7,6,4,6,3,4,4,7,1,103,78,84,87,17,19,10,18,7,9,5,7,7,10,19,14,15,41,31,19
81798523,Женщина,30,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 50 человек,менеджер отдела продаж,80,30 000 — 60 000,Затрудняюсь ответить,5,6,6,7,4,4,6,4,7,7,1,6,1,5,4,5,3,2,5,4,7,4,4,2,4,4,4,5,6,6,4,4,4,4,6,4,5,1,1,4,1,6,1,4,1,5,4,4,4,4,1,3,1,2,1,4,1,1,5,4,1,1,1,1,1,2,6,2,4,1,7,1,1,2,1,2,1,4,3,2,4,2,3,3,3,3,1,3,3,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,4,4,4,5,3,3,5,5,5,3,5,5,3,3,3,3,4,3,2,4,2,5,4,3,4,7,4,4,6,3,5,5,5,2,4,2,5,4,76,63,74,51,16,14,7,17,4,4,5,12,9,12,21,19,16,29,28,17
