dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1
Женщина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,3-5 лет,фотограф,До 50 человек,фотограф,100,30 000 — 60 000,Нет,4,3,1,1,6,5,1,3,7,4,6,2,1,5,2,3,2,6,5,7,6,6,4,2,3,5,4,1,5,1,5,5,4,5,4,5,2,5,4,5,4,5,5,2,2,3,5,5,5,5,6,2,7,3,6,5,6,2,4,7,3,6,4,7,6,2,2,2,3,2,7,7,21,28,31,25,16,18,11,14,17,33,30,26,11,14
Женщина,37,Санкт-Петербург,Высшее,10-15 лет,1-3 года,"Продажи, закупки;",До 1000 человек,аналитик,100,60 000 — 100 000,Да,4,3,3,4,5,5,2,2,4,2,6,4,3,4,4,5,3,5,5,5,1,4,1,6,3,4,5,2,3,3,4,3,2,3,4,2,2,2,4,3,3,4,4,2,4,4,4,3,3,5,5,5,3,3,2,6,6,4,4,6,4,5,4,6,5,4,4,5,4,6,3,2,26,25,28,25,13,11,8,10,18,27,28,24,23,5
Мужчина,50,Город с численностью от 100 тысяч до 500 тысяч,Два и более высших и/или научная степень,15-20 лет,15-20 лет,Транспорт;,До 500 человек,Руководитель,80,100 000 — 150 000,Да,4,4,4,2,4,5,5,4,4,4,4,4,4,4,4,5,4,5,5,5,3,5,4,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,5,5,5,6,5,5,6,5,5,6,5,4,6,4,4,4,4,4,4,4,4,4,5,4,4,28,28,31,30,12,12,10,10,16,37,31,20,21,8
Мужчина,37,Москва,Высшее,15-20 лет,1-3 года,дизайн,До 500 человек,дизайнер,80000,60 000 — 100 000,Да,7,4,4,4,5,5,5,2,2,2,5,2,4,4,2,3,4,6,7,6,6,2,3,4,3,4,4,3,3,3,3,2,3,4,3,3,3,3,3,4,3,4,3,4,4,4,3,7,3,1,2,2,7,4,5,6,5,6,6,5,2,3,4,4,2,4,5,5,5,6,2,4,34,21,34,23,11,13,9,11,18,26,33,15,25,6
Женщина,37,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Торговля;,До 500 человек,директор,50,100 000 — 150 000,Нет,7,7,4,7,7,4,4,7,7,7,7,7,4,7,7,7,4,4,4,6,6,7,3,5,7,4,4,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,7,7,5,5,5,7,7,5,7,6,5,5,7,7,7,7,6,7,7,7,7,7,7,1,1,40,46,38,37,19,20,15,15,24,43,35,34,35,2
Мужчина,49,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,20 + лет,"Финансы, бухгалтерия, банки;",До 50 человек,финансовый директор,100,100 000 — 150 000,Да,4,5,3,6,5,4,6,4,3,4,7,4,5,4,3,3,4,5,3,5,3,5,4,5,2,2,2,4,3,5,5,5,5,3,4,2,3,3,3,4,3,4,4,3,2,3,3,6,6,3,6,6,7,3,5,3,6,5,6,5,4,5,4,5,4,4,3,4,4,4,7,3,33,31,26,24,18,14,9,11,15,37,30,22,19,10
Мужчина,33,Город с численностью от 500 тысяч до 950 тысяч,Высшее,5-10 лет,10-15 лет,Образование;,До 500 человек,педагог,100,30 000 — 60 000,Нет,6,6,4,5,5,3,4,4,4,3,3,4,2,4,1,4,5,5,6,5,5,3,2,1,3,2,5,2,2,2,2,2,5,5,5,5,5,4,5,5,4,5,4,3,4,4,4,4,4,4,5,5,3,5,2,5,5,4,4,4,5,6,5,6,4,5,5,5,6,5,6,6,33,24,31,18,8,20,14,14,19,30,24,26,26,12
Мужчина,49,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Безопасность,До 1000 человек,старший смены,40,60 000 — 100 000,Нет,5,4,3,3,5,4,4,4,5,6,5,5,5,5,2,4,4,3,5,4,3,4,4,5,5,3,3,4,2,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,5,5,5,5,4,6,6,4,4,6,3,3,5,5,5,5,6,3,4,5,5,5,5,3,3,28,35,25,28,11,14,11,12,18,36,25,24,24,6
Мужчина,29,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Производство;,До 500 человек,Инженер,62,60 000 — 100 000,Затрудняюсь ответить,4,4,2,4,1,3,4,3,4,4,3,1,4,4,1,1,1,4,4,4,1,2,2,5,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,6,6,4,5,6,4,6,5,5,6,5,5,5,5,5,5,5,5,5,4,4,3,22,23,16,17,12,12,9,9,15,37,32,25,24,7
Женщина,45,Город с численностью менее 50 тысяч,Высшее,15-20 лет,3-5 лет,Медицина;,До 1000 человек,старший кассир,80,30 000 — 60 000,Нет,4,4,2,2,1,4,4,4,1,4,1,4,5,4,1,2,7,4,7,7,7,3,1,1,1,1,1,3,2,3,3,3,3,2,3,3,2,2,2,4,4,3,3,4,3,3,3,7,7,4,5,4,7,7,1,1,6,4,4,4,5,4,4,7,5,5,5,7,7,7,5,5,21,23,35,11,11,11,6,11,16,41,20,25,31,10
Мужчина,51,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,20 + лет,Производство;,До 50 человек,коммерческий директор,60,100 000 — 150 000,Нет,6,6,3,6,4,6,4,5,1,4,4,5,4,3,3,4,4,6,6,4,4,6,5,4,5,4,5,3,3,3,3,4,4,4,4,4,4,3,5,4,4,4,4,3,4,3,4,3,2,5,4,3,3,4,4,5,5,5,3,5,4,5,4,5,4,4,4,4,4,4,3,3,35,26,31,32,13,16,12,12,18,24,27,22,20,6
Женщина,44,Москва,Два и более высших и/или научная степень,15-20 лет,0-1 года,строительство,1000+ человек,бухгалтер,80,60 000 — 100 000,Затрудняюсь ответить,5,4,1,5,5,4,2,5,4,5,4,4,2,4,1,4,4,5,6,4,5,4,5,5,5,5,1,4,1,1,1,1,5,5,4,5,2,3,5,4,3,4,5,3,5,5,5,2,6,6,2,4,2,6,6,6,6,6,6,6,5,5,5,5,5,6,7,6,5,6,3,3,26,28,29,29,4,19,10,11,23,28,36,25,30,6
Мужчина,42,Город с численностью жителей миллион и более человек,Высшее,20 + лет,3-5 лет,Производство;,До 1000 человек,монтажник,95,30 000 — 60 000,Да,5,4,2,5,6,5,2,4,6,5,2,6,4,6,6,4,6,2,5,3,5,3,6,2,4,6,2,6,2,1,2,2,2,2,2,4,2,1,3,5,5,5,5,5,5,3,3,6,7,5,5,7,5,5,5,5,5,5,5,5,3,2,3,2,2,5,5,5,3,5,1,2,29,33,31,29,7,10,6,15,21,40,30,12,23,3
Женщина,25,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Образование;,До 50 человек,учитель,85,30 000 — 60 000,Нет,7,7,7,7,2,4,7,7,7,7,7,7,7,7,3,1,7,5,7,5,7,7,7,7,4,7,3,7,4,4,4,5,5,4,5,5,3,1,5,5,5,5,5,3,4,5,5,6,6,2,6,2,5,2,6,6,6,5,5,6,2,4,4,5,2,4,6,6,4,6,2,1,41,49,35,42,17,19,9,15,22,29,34,17,26,3
Мужчина,33,Санкт-Петербург,Высшее,10-15 лет,3-5 лет,Логистика;,До 1000 человек,менеджер,100,60 000 — 100 000,Нет,5,5,3,5,4,4,3,3,5,4,4,4,3,4,4,4,4,4,5,5,3,3,2,4,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,5,2,5,3,5,5,4,5,5,5,2,5,4,5,4,5,4,5,5,5,5,5,3,3,29,27,29,23,12,16,12,12,17,27,26,22,25,6
Мужчина,40,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),20 + лет,10-15 лет,Производство;,1000+ человек,электромонтер,60,60 000 — 100 000,Нет,5,7,5,3,3,4,6,2,6,2,4,7,6,6,1,1,4,6,6,4,5,2,2,2,1,4,3,1,1,1,3,2,2,3,3,1,1,2,3,5,4,5,4,3,3,3,3,4,7,6,5,7,7,6,4,5,6,6,5,6,4,4,4,6,4,4,5,6,5,5,3,3,33,33,27,15,7,9,6,14,16,42,32,22,25,6
Женщина,40,Москва,Высшее,15-20 лет,3-5 лет,"Продажи, закупки;",1000+ человек,руководитель,20,150 000 — 200 000,Да,3,6,5,3,2,3,7,2,1,1,7,6,4,2,1,1,4,4,7,5,4,2,1,4,1,3,5,6,4,4,4,5,4,4,4,4,3,2,2,5,4,4,3,5,2,3,3,3,2,7,3,2,2,3,7,2,7,3,5,6,5,5,5,5,6,3,3,3,5,3,5,3,29,23,26,22,17,16,7,13,16,22,30,26,17,8
Мужчина,30,Москва,Высшее,5-10 лет,3-5 лет,Производство;,До 500 человек,технолог,80,150 000 — 200 000,Да,6,6,2,6,6,6,4,5,5,4,3,5,2,5,5,6,3,2,6,4,5,3,6,4,6,6,2,6,3,3,4,4,4,4,4,3,3,3,2,4,4,3,3,4,3,4,3,6,6,6,4,6,5,6,6,5,5,6,5,6,4,5,5,4,5,4,4,5,5,2,5,4,36,29,31,33,14,15,8,11,17,39,33,23,20,9
Женщина,31,Город с численностью жителей миллион и более человек,Высшее,3-5 лет,1-3 года,социологическое агентство,До 500 человек,контролер,100,15 000 — 30 000,Затрудняюсь ответить,4,4,3,2,4,2,2,2,3,2,7,3,4,2,1,2,2,6,4,5,4,6,6,6,4,2,6,5,3,2,2,3,3,3,4,3,4,4,4,5,3,4,5,5,4,4,4,6,5,3,3,5,5,5,5,6,7,7,5,6,3,4,4,4,3,3,4,4,3,3,7,5,21,23,24,35,10,13,12,12,22,32,36,18,17,12
Женщина,36,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,1-3 года,"Продажи, закупки;",До 50 человек,бухгалтер,25,30 000 — 60 000,Да,4,4,4,6,6,5,3,6,2,4,6,6,6,2,1,4,4,4,6,7,6,2,2,3,3,5,6,5,3,3,3,5,1,3,2,3,1,3,1,5,5,5,5,3,3,5,3,6,6,5,6,5,6,5,6,6,6,2,5,6,4,2,3,3,2,4,6,6,6,5,6,2,32,32,32,26,14,9,5,15,19,39,31,14,27,8
Женщина,25,Москва,Высшее,3-5 лет,1-3 года,Красота и здоровье;,До 50 человек,массажист,100,100 000 — 150 000,Нет,5,7,5,5,4,5,4,5,5,5,7,4,2,5,1,7,5,3,5,6,5,7,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,2,3,6,6,6,6,6,6,6,6,6,6,6,7,6,7,2,2,35,33,32,35,20,20,15,15,25,40,29,30,32,4
Мужчина,38,Город с численностью менее 50 тысяч,Высшее,10-15 лет,1-3 года,Производство;,До 500 человек,специалист,70,30 000 — 60 000,Да,4,5,2,4,6,5,4,4,6,6,6,6,1,6,2,3,6,2,7,5,5,2,2,2,2,5,3,2,2,1,1,2,3,1,2,4,5,4,5,5,5,3,3,5,5,5,3,4,5,5,1,4,3,5,4,4,4,2,5,5,4,2,4,4,1,3,3,4,7,4,4,4,30,35,30,18,6,10,14,13,21,27,24,15,21,8
Женщина,41,Город с численностью от 50 тысяч до 100 тысяч,Неоконченное высшее,15-20 лет,1-3 года,Обслуживание;,1000+ человек,руководитель,0,15 000 — 30 000,Да,3,3,3,2,1,4,3,4,2,3,4,2,1,4,1,2,2,3,5,5,3,1,1,4,3,3,2,4,2,1,1,1,3,4,2,3,3,4,3,4,4,4,3,4,1,3,4,5,3,4,3,5,5,4,4,2,6,6,3,5,2,2,2,4,1,2,5,5,6,5,4,4,19,20,21,18,5,12,10,12,15,29,26,11,23,8
Женщина,52,Москва,Высшее,20 + лет,20 + лет,страхование,До 50 человек,риск менеджер,50,30 000 — 60 000,Да,6,6,4,4,4,4,4,5,5,6,4,6,6,6,3,4,3,4,4,4,1,6,2,6,4,4,4,3,3,2,3,3,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,6,5,5,5,5,4,4,6,4,6,5,4,6,5,5,5,6,5,6,5,6,6,6,5,4,32,38,23,29,11,16,13,15,19,34,31,26,29,9
Женщина,31,Поселок городского типа,Среднее общее (11 классов),10-15 лет,3-5 лет,"Продажи, закупки;",До 50 человек,продавец консультант,30000,30 000 — 60 000,Нет,6,4,4,4,6,4,4,4,4,4,5,4,5,6,3,4,4,5,4,4,3,5,4,2,3,4,2,4,5,3,5,5,5,5,5,5,3,3,4,4,3,3,3,3,5,5,3,6,5,5,6,2,2,2,6,2,6,6,4,4,3,4,4,5,2,4,5,5,4,5,6,6,32,32,27,24,18,20,10,10,19,28,28,18,23,12
Женщина,43,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,10-15 лет,Торговля;,1000+ человек,замдиректора,50,30 000 — 60 000,Да,2,3,5,5,3,5,5,3,3,3,4,4,5,4,3,4,4,4,4,6,1,3,1,5,5,5,3,5,1,1,1,1,3,5,5,5,5,5,5,5,3,1,3,3,1,1,1,5,5,7,7,2,2,6,6,6,6,4,5,4,3,4,3,3,2,6,6,6,5,5,6,3,28,26,26,27,4,18,15,9,9,34,31,15,28,9
Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,3-5 лет,Производство;,1000+ человек,инженер,50,60 000 — 100 000,Да,4,4,3,3,4,3,4,3,3,4,5,4,5,3,2,5,5,5,5,4,5,3,2,3,3,4,3,1,4,3,4,4,3,4,4,2,2,2,3,3,4,3,4,4,4,4,4,6,6,5,5,5,5,4,5,5,5,6,6,5,4,3,3,4,4,4,6,3,4,5,4,4,25,27,31,19,15,13,7,10,20,36,32,18,22,8
Женщина,36,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,0-1 года,"Финансы, бухгалтерия, банки;",1000+ человек,Специалист поддержки клиентов,80,30 000 — 60 000,Нет,7,7,1,4,7,6,7,5,6,3,7,7,7,6,1,1,4,6,7,6,7,3,1,1,5,4,6,2,4,5,4,5,5,4,5,5,5,4,5,4,3,4,4,5,4,5,4,2,6,5,2,5,7,5,6,5,7,3,4,5,3,5,5,6,2,5,5,5,6,6,4,5,39,41,32,22,18,19,14,11,22,32,30,21,27,9
Женщина,55,Москва,Высшее,20 + лет,20 + лет,Производство;,До 50 человек,ведущий специалист,70,30 000 — 60 000,Нет,6,6,6,6,6,5,6,5,4,5,6,5,5,4,4,4,6,6,6,6,4,5,4,6,4,5,5,3,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,5,5,6,6,4,5,6,5,5,6,5,4,5,6,4,5,5,6,5,6,2,4,41,34,36,32,17,17,15,15,22,35,31,24,27,6
Женщина,35,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),10-15 лет,0-1 года,"Продажи, закупки;",1000+ человек,Менеджер,80,30 000 — 60 000,Да,5,6,4,4,3,4,4,2,4,3,5,2,3,3,1,2,3,4,5,4,3,5,1,6,3,3,4,1,2,2,2,2,4,4,4,2,4,4,4,5,5,5,4,4,4,5,3,6,5,3,5,4,6,5,4,5,5,4,3,5,3,6,5,6,3,6,5,5,5,5,6,4,30,22,22,23,8,14,12,15,20,34,26,23,26,10
Женщина,34,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 500 человек,специалист по кадрам,15000,30 000 — 60 000,Затрудняюсь ответить,4,4,4,2,6,2,5,1,1,4,4,2,1,2,1,1,2,3,1,2,2,5,2,1,4,4,2,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,5,6,4,5,5,4,3,5,3,6,5,5,5,3,4,3,4,1,4,3,4,3,3,6,4,27,15,12,22,15,12,11,11,19,32,29,15,17,10
Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Медицина;,До 500 человек,Старший менеджер по продажам,100,60 000 — 100 000,Нет,6,6,4,5,5,6,3,6,5,6,3,5,3,5,5,5,6,3,6,4,6,5,4,6,5,6,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,6,3,4,3,5,6,5,5,6,4,5,5,3,5,5,5,4,6,5,6,5,4,4,3,35,33,35,34,16,16,11,13,20,30,30,22,26,7
Мужчина,53,Поселок городского типа,Среднее общее (11 классов),20 + лет,15-20 лет,Комунальные услуги,До 500 человек,технический специалист,100,30 000 — 60 000,Нет,4,5,4,5,5,6,4,4,4,5,4,4,4,5,1,4,4,4,3,2,5,5,3,3,4,2,7,4,3,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,6,6,6,5,6,4,6,5,5,5,6,4,6,5,5,5,5,3,5,5,5,5,4,5,3,33,30,23,28,14,12,9,10,18,39,31,23,24,8
Женщина,33,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Подбор персонала,До 500 человек,Рекрутер,0,30 000 — 60 000,Да,5,5,3,4,4,4,3,4,5,4,6,5,4,4,2,1,3,4,4,4,4,5,3,3,4,4,4,3,1,1,1,4,2,4,2,1,4,4,4,5,4,4,3,5,4,5,3,3,2,2,3,2,6,3,4,2,3,3,4,3,5,4,4,5,2,4,4,4,4,4,3,5,28,32,22,26,7,9,12,13,20,21,19,20,20,8
Женщина,42,Город с численностью менее 50 тысяч,Высшее,15-20 лет,5-10 лет,связь,1000+ человек,заведующий складом,90,30 000 — 60 000,Затрудняюсь ответить,3,5,4,1,7,5,1,1,3,3,5,6,1,4,1,1,4,1,5,4,1,2,4,5,4,4,5,4,1,1,1,2,1,1,4,1,1,2,3,4,3,5,4,3,3,3,5,3,7,4,3,3,4,2,5,2,6,5,4,5,3,4,5,6,4,5,4,5,4,4,7,5,26,23,17,28,5,7,6,12,18,26,27,22,22,12
Мужчина,52,Город с численностью жителей миллион и более человек,Неоконченное высшее,20 + лет,20 + лет,Безопасность,1000+ человек,начальник отдела,35000,30 000 — 60 000,Затрудняюсь ответить,4,6,4,3,5,5,5,4,4,3,6,4,4,4,2,1,4,5,3,4,5,3,2,3,3,4,5,3,3,3,3,2,2,1,3,3,2,2,2,3,3,3,3,2,3,2,3,4,6,4,5,4,6,5,4,4,4,5,5,5,2,4,4,5,3,4,4,4,4,4,5,5,32,29,24,23,11,9,6,9,13,34,27,18,20,10
Женщина,47,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,1-3 года,"Финансы, бухгалтерия, банки;",До 500 человек,экономист,75,30 000 — 60 000,Затрудняюсь ответить,4,4,1,4,4,3,1,4,4,5,5,6,7,4,1,3,4,6,6,4,4,2,1,1,1,2,1,2,1,1,1,1,4,3,2,1,2,1,1,3,3,3,4,4,3,4,4,2,5,5,5,4,6,5,2,4,5,5,5,5,3,4,3,6,4,6,6,6,6,6,3,2,21,35,28,10,4,10,4,9,19,32,26,20,30,5
Женщина,23,Город с численностью от 100 тысяч до 500 тысяч,Высшее,3-5 лет,3-5 лет,Образование;,До 50 человек,Инженер электроник,100,15 000 — 30 000,Да,5,4,4,3,6,5,4,6,5,5,3,6,1,6,5,5,5,3,5,4,5,2,3,5,4,4,3,6,1,2,3,5,4,3,3,3,3,1,1,5,4,4,3,4,4,3,4,2,5,6,4,3,2,5,3,5,4,6,3,6,4,4,3,4,3,6,5,4,4,4,4,4,31,32,32,27,11,13,5,13,18,27,27,18,23,8
Мужчина,47,Город с численностью жителей миллион и более человек,Высшее,20 + лет,0-1 года,Производство;,До 500 человек,инженер-проектировщик,100,150 000 — 200 000,Нет,5,5,5,4,5,5,4,5,5,5,7,5,7,5,4,3,5,5,5,5,5,4,3,3,3,5,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,5,5,5,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,6,2,3,33,39,32,23,13,16,12,12,20,32,28,23,26,5
Женщина,36,Город с численностью менее 50 тысяч,Среднее общее (11 классов),15-20 лет,3-5 лет,Красота и здоровье;,До 50 человек,Продавец - консультант,80,15 000 — 30 000,Да,3,5,5,4,4,4,5,4,5,5,7,5,4,5,3,4,4,6,5,6,4,3,2,3,3,4,4,5,1,1,1,1,3,4,2,3,1,1,3,4,4,3,4,5,4,4,5,5,3,4,6,2,5,6,2,2,7,2,6,6,5,6,4,6,6,6,6,7,5,7,5,4,30,35,32,24,4,12,5,11,22,31,25,27,31,9
Мужчина,48,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,1-3 года,Обслуживание;,До 50 человек,менеджер,25000,60 000 — 100 000,Нет,5,5,5,4,5,4,4,4,4,4,5,5,5,5,3,4,4,5,5,6,5,3,2,3,3,3,3,3,3,3,3,3,3,4,2,4,3,4,4,4,4,4,3,3,3,4,3,5,5,5,4,5,5,5,3,4,4,5,4,5,3,4,5,5,5,5,6,5,6,6,4,4,32,32,32,20,12,13,11,12,16,34,25,22,28,8
Мужчина,41,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,15-20 лет,Производство;,До 1000 человек,мастер,50,60 000 — 100 000,Да,4,5,2,4,6,4,6,4,3,5,5,5,4,4,2,4,5,4,5,4,5,2,1,4,1,4,2,5,2,2,2,2,4,5,3,3,4,3,4,4,5,4,3,5,3,3,2,3,6,4,6,4,7,5,4,5,4,5,5,5,5,5,5,5,4,4,5,4,6,5,4,3,31,30,29,19,8,15,11,13,16,35,28,24,24,7
Мужчина,37,Санкт-Петербург,Среднее общее (11 классов),5-10 лет,0-1 года,Логистика;,До 500 человек,кладовщик,75,30 000 — 60 000,Да,4,4,3,2,3,4,6,4,1,3,2,2,1,3,1,1,1,3,7,1,1,1,1,2,1,1,1,1,3,4,4,1,4,5,2,4,4,3,4,3,4,3,4,2,1,1,1,5,7,4,6,6,7,6,7,1,5,5,3,4,1,1,1,1,1,1,5,6,4,1,7,7,26,16,15,8,12,15,11,10,9,41,25,5,17,14
Женщина,39,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),15-20 лет,1-3 года,Торговля;,До 50 человек,зам директора,100,30 000 — 60 000,Нет,4,1,1,1,1,1,1,4,2,4,7,6,3,1,7,1,1,7,5,7,4,2,4,6,1,1,4,5,4,3,3,3,4,5,4,5,4,5,5,3,4,2,5,5,5,5,5,6,3,3,5,5,3,4,5,3,4,4,4,6,4,5,5,4,6,5,5,6,5,6,6,2,10,27,32,23,13,18,14,9,25,29,26,24,27,8
Женщина,43,Москва,Неоконченное высшее,15-20 лет,5-10 лет,Образование;,До 500 человек,специалист,100,60 000 — 100 000,Нет,4,7,5,4,1,4,1,7,1,6,7,6,7,3,1,1,1,7,1,1,1,2,1,1,1,4,6,1,1,2,1,1,4,5,3,3,1,2,5,5,5,5,5,5,5,4,4,2,3,3,3,3,5,5,3,5,5,5,3,5,7,7,7,7,3,7,7,7,7,1,1,1,26,37,13,16,5,15,8,15,23,24,26,31,29,2
Мужчина,42,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),15-20 лет,1-3 года,Торговля;,До 50 человек,Менеджер,50,60 000 — 100 000,Затрудняюсь ответить,4,3,4,3,5,3,3,4,3,5,4,3,4,4,4,4,3,3,5,3,3,4,4,5,3,4,4,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,6,5,3,4,4,4,4,5,3,5,4,5,4,4,3,3,3,4,5,4,4,4,25,27,25,28,10,12,9,9,15,29,25,20,19,8
Женщина,46,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,10-15 лет,Производство;,1000+ человек,секретарь,30,30 000 — 60 000,Да,4,4,2,3,5,4,6,4,2,4,4,4,2,2,1,1,2,2,5,4,4,5,2,4,2,1,3,2,4,3,4,1,5,4,3,4,2,1,2,3,4,4,4,2,2,2,3,6,6,4,3,3,6,6,5,3,6,6,5,6,2,4,4,5,3,5,4,5,5,5,3,2,28,22,19,19,12,16,5,11,13,34,31,18,24,5
Мужчина,41,Москва,Высшее,15-20 лет,10-15 лет,Производство;,До 500 человек,инжинер,120000,100 000 — 150 000,Да,7,6,1,6,7,7,2,6,7,7,3,6,1,6,6,4,7,1,5,3,5,1,7,2,6,7,1,7,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,7,7,6,7,6,5,7,4,7,6,5,6,5,7,7,7,7,7,7,7,7,7,7,1,1,36,36,31,31,19,16,15,15,24,45,33,35,35,2
Женщина,55,Город с численностью менее 50 тысяч,Неоконченное высшее,20 + лет,5-10 лет,Производство;,1000+ человек,охранник,70,15 000 — 30 000,Нет,5,5,2,5,4,4,2,4,6,4,5,5,2,5,4,3,4,5,5,4,6,5,6,4,4,4,5,3,2,2,2,2,3,4,3,4,4,4,4,3,3,3,4,3,3,4,4,6,5,4,6,3,7,6,4,3,6,5,4,5,3,4,4,5,3,5,4,5,5,5,5,4,27,31,31,31,8,14,12,9,18,37,27,19,24,9
Женщина,34,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 500 человек,экономист,60,30 000 — 60 000,Нет,5,6,3,4,2,5,5,2,2,2,6,6,4,5,1,1,2,6,6,3,4,5,3,3,3,1,2,2,3,3,3,3,4,5,4,4,5,2,5,5,4,3,4,4,3,4,4,2,2,3,5,5,6,5,2,4,5,4,5,5,4,4,4,6,3,5,3,5,4,4,5,2,30,27,23,19,12,17,12,12,19,28,25,21,21,7
Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),10-15 лет,5-10 лет,Общественное питание;,До 1000 человек,Тестовод,70,30 000 — 60 000,Нет,5,5,4,6,3,4,5,5,3,6,5,5,2,6,1,2,4,5,6,5,5,2,3,2,3,4,4,4,2,2,2,2,3,3,3,2,3,3,3,4,3,4,4,3,3,4,3,3,3,3,5,5,6,4,5,3,5,4,5,6,3,4,4,3,2,4,5,5,3,6,2,3,32,32,28,22,8,11,9,11,17,29,28,16,23,5
Женщина,46,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Производство;,До 500 человек,экономист,60,30 000 — 60 000,Нет,6,7,6,5,5,7,5,6,5,6,5,5,6,6,2,3,6,3,7,5,4,6,4,6,4,5,4,5,4,4,4,5,5,5,5,5,4,4,5,4,4,5,4,4,4,4,4,6,7,6,6,7,6,6,5,3,5,3,4,6,4,4,5,5,4,6,5,6,6,6,2,2,41,39,30,34,17,20,13,13,20,44,26,22,29,4
Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Производство;,1000+ человек,инженер-технолог,40,60 000 — 100 000,Да,7,6,1,5,7,7,3,7,7,7,7,5,6,7,1,2,7,3,7,7,3,1,4,7,5,7,3,2,5,5,5,5,3,5,5,3,5,4,5,5,5,5,3,3,5,3,3,7,2,7,3,3,7,4,1,1,7,7,2,7,3,7,4,5,5,7,5,7,7,7,5,3,36,46,30,29,20,16,14,15,17,33,25,24,33,8
